recipient_ein,recipient_name,recipient_city,recipient_state,recipient_country,grantor_ein,grantor_org_name,grantor_dba_name,grantor_city,grantor_state,grantor_zip,tax_year,return_type,period_end,filing_id,cash_amount,noncash_amount,total_amount,purpose,grant_id,reported_recipient_ein,reported_recipient_name,final_match_source,final_confidence,deterministic_match_status,deterministic_match_method,deterministic_confidence,ai_decision,ai_confidence
472772048,Learning Policy Institute,PALO ALTO,CA,US,941655673,THE WILLIAM & FLORA HEWLETT FOUNDATION,,MENLO PARK,CA,94025,2024,990PF,2024-12-31,202523189349102727_public,1250000,,1250000,FOR GENERAL OPERATING SUPPORT,13998949,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,311774905,GS DONOR ADVISED PHILANTHROPY FUND,FOR WEALTH MANAGEMENT INC,NEW YORK,NY,10282,2024,990,2024-12-31,202503109349303645_public,1100000,,1100000,EDUCATION,13348399,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,260799587,THE HEISING-SIMONS FOUNDATION,,LOS ALTOS,CA,94022,2024,990PF,2024-12-31,202543219349106499_public,780000,,780000,FOR GENERAL SUPPORT,13896859,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,136183757,The Wallace Foundation,,New York,NY,10005,2024,990PF,2024-12-31,202503219349107905_public,653372,,653372,To study the professional-development needs and experiences of principals.,13483073,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,943380194,SKYLINE FOUNDATION,,SAN FRANCISCO,CA,94109,2024,990PF,2024-12-31,202543199349100949_public,500000,,500000,GENERAL SUPPORT,13868871,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,562618866,GATES FOUNDATION,,SEATTLE,WA,98102,2024,990PF,2024-12-31,202523189349103667_public,341970,,341970,K-12 EDUCATION; PUBLIC AWARENESS AND ANALYSIS,14006291,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,912173492,RAIKES FOUNDATION,,SEATTLE,WA,981039814,2024,990PF,2024-12-31,202513179349103971_public,300000,,300000,GENERAL OPERATING SUPPORT,14240096,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,813588323,KELSON FOUNDATION,,SAN FRANCISCO,CA,94109,2024,990PF,2024-12-31,202513179349103806_public,200000,,200000,GENERAL SUPPORT,14239592,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,136183757,The Wallace Foundation,,New York,NY,10005,2024,990PF,2024-12-31,202503219349107905_public,200000,,200000,To support the organization's Whole Child Policy Table.,13483110,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,770348912,THE SOBRATO FAMILY FOUNDATION,,MOUNTAIN VIEW,CA,94041,2024,990PF,2024-12-31,202523219349105832_public,175000,,175000,TO DEVELOP ACTIONABLE RESEARCH THAT CAPTURES AND ELEVATES PROMISING PRACTICES FOR SUPPORTING EL SUCCESS,14051347,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,136183757,The Wallace Foundation,,New York,NY,10005,2024,990PF,2024-12-31,202503219349107905_public,150000,,150000,"To commission a think piece exploring links among chronic student absenteeism, teacher workforces, and school leaders.",13483072,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,954523232,THE CALIFORNIA ENDOWMENT,,LOS ANGELES,CA,90012,2024,990PF,2024-12-31,202523179349103557_public,100000,,100000,"ADVANCING STUDENT HEALTH THROUGH EQUITY-CENTERED, EMPOWERING SCHOOLS",13980538,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,362498125,W Clement & Jessie V Stone Foundation,,Chicago,IL,60601,2024,990PF,2024-12-31,202543109349102004_public,100000,,100000,For continued development and implementation of the Education Preparatory Laboratory (EdPrepLab) Edu,13756582,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,912173492,RAIKES FOUNDATION,,SEATTLE,WA,981039814,2024,990PF,2024-12-31,202513179349103971_public,50000,,50000,A STUDY OF WASHINGTON STATES FUNDING AND POLICY STRATEGIES FOR SUPPORTING STUDENTS EXPERIENCING HOMELESSNESS,14240095,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,821517696,Amalgamated Charitable Foundation Inc,,Washington,DC,20006,2024,990,2024-12-31,202543179349307759_public,47400,0,47400,General operating support,13837356,472772048,Learning Policy Institute,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,237035089,THE NEA FOUNDATION FOR THE IMPROVEMENT,OF EDUCATION,WASHINGTON,DC,20036,2024,990,2025-08-31,202600309349300620_public,35000,0,35000,SPECIAL GRANTS,14506342,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,912173492,RAIKES FOUNDATION,,SEATTLE,WA,981039814,2024,990PF,2024-12-31,202513179349103971_public,6000,,6000,GENERAL OPERATING SUPPORT,14240094,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,912173492,RAIKES FOUNDATION,,SEATTLE,WA,981039814,2024,990PF,2024-12-31,202513179349103971_public,2500,,2500,GENERAL OPERATING SUPPORT,14240093,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,943147856,SANDLER FOUNDATION,,SAN FRANCISCO,CA,94105,2023,990,2024-06-30,202511339349309036_public,3000000,0,3000000,GENERAL SUPPORT,12739861,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,562618866,BILL & MELINDA GATES FOUNDATION,,SEATTLE,WA,98102,2023,990PF,2023-12-31,202433189349102233_public,2000000,,2000000,K-12 EDUCATION; PUBLIC AWARENESS AND ANALYSIS,11357266,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,941655673,THE WILLIAM & FLORA HEWLETT FOUNDATION,,MENLO PARK,CA,94025,2023,990PF,2023-12-31,202403169349102865_public,1250000,,1250000,FOR GENERAL OPERATING SUPPORT,10817455,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,203759208,ESB CHARITABLE FOUNDATION,,SAN FRANCISCO,CA,941193809,2023,990PF,2023-12-31,202403039349101230_public,1000000,,1000000,UNRESTRICTED FUNDS TO SUPPORT LEARNING POLICY INSTITUTES WORK,10763476,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131628151,CARNEGIE CORPORATION OF NEW YORK,,New York,NY,10022,2023,990PF,2024-09-30,202531929349101203_public,800000,,800000,As a final general support grant,13018749,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,136183757,The Wallace Foundation,,New York,NY,10005,2023,990PF,2023-12-31,202423199349105912_public,800000,,800000,To fund phase 3 of Whole Child Policy Table,11232655,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,133441466,Walton Family Foundation Inc,,Bentonville,AR,72712,2023,990PF,2023-12-31,202413199349102766_public,625000,,625000,"To support working with states to reimagine their science assessments, teaching and learning, and state accountability systems.",11057206,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,311774905,GS DONOR ADVISED PHILANTHROPY FUND,FOR WEALTH MANAGEMENT INC,NEW YORK,NY,10282,2023,990,2023-12-31,202413109349303336_public,622400,,622400,EDUCATION,10982451,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,943380194,SKYLINE FOUNDATION,,SAN FRANCISCO,CA,94109,2023,990PF,2023-12-31,202403199349102075_public,500000,,500000,GENERAL SUPPORT,10855829,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,912173492,RAIKES FOUNDATION,,SEATTLE,WA,981039814,2023,990PF,2023-12-31,202423189349103987_public,301500,,301500,GENERAL SUPPORT,11203816,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,562618866,BILL & MELINDA GATES FOUNDATION,,SEATTLE,WA,98102,2023,990PF,2023-12-31,202433189349102233_public,300000,,300000,K-12 EDUCATION,11357265,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131628151,CARNEGIE CORPORATION OF NEW YORK,,New York,NY,10022,2023,990PF,2024-09-30,202531929349101203_public,300000,,300000,"As a final grant for a project to continue the development of a middle school science, curriculum-aligned assessment system for state use",13018748,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,260876000,IBIS GROUP,,WASHINGTON,DC,20003,2023,990,2023-12-31,202433179349305383_public,250000,0,250000,EDUCATIONAL GRANT,11342535,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,941655673,THE WILLIAM & FLORA HEWLETT FOUNDATION,,MENLO PARK,CA,94025,2023,990PF,2023-12-31,202403169349102865_public,250000,,250000,FOR DEVELOPMENT OF RESEARCH TO IMPROVE EDUCATION POLICY AND PRACTICE,10817456,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,136183757,The Wallace Foundation,,New York,NY,10005,2023,990PF,2023-12-31,202423199349105912_public,225000,,225000,To create a report that documents the key levers that states are using to support summer learning programs,11232656,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,954523232,THE CALIFORNIA ENDOWMENT,,LOS ANGELES,CA,90012,2023,990PF,2024-03-31,202540449349100304_public,200000,,200000,"ADVANCING STUDENT HEALTH AND WELL-BEING THROUGH COMMUNITY SCHOOLS: TO INCREASE THE KNOWLEDGE AND CAPACITY OF STUDENTS, FAMILIES AND COMMUNITY LEADERS IN CALIFORNIA TO ADVANCE SAFE AND INCLUSIVE SCHOOLS THAT SUPPORT STUDENT HEALTH, WELL-BEING AND ACADEMIC SUCCESS AND ARE REFLECTIVE OF COMMUNITY NEEDS.",11900315,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,381359264,WK Kellogg Foundation,,Battle Creek,MI,49017,2023,990PF,2024-08-31,202541889349100144_public,200000,,200000,Early Care and Education,13027163,,LEARNING POLICY INSTITUTE,deterministic,0.985,name_address_high_confidence,name_address_zip_exact,0.985,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,770348912,THE SOBRATO FAMILY FOUNDATION,,MOUNTAIN VIEW,CA,94041,2023,990PF,2023-12-31,202423209349104207_public,175000,,175000,TO DEVELOP ACTIONABLE RESEARCH THAT CAPTURES AND ELEVATES PROMISING PRACTICES FOR SUPPORTING EL SUCCESS,11251412,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,366078558,The Spencer Foundation,,Chicago,IL,60611,2023,990PF,2024-03-31,202423059349101902_public,150000,,150000,"Advancing SoLD-Aligned, Equity-Focused Educator Preparation and Policy",11141112,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,562618866,BILL & MELINDA GATES FOUNDATION,,SEATTLE,WA,98102,2023,990PF,2023-12-31,202433189349102233_public,100000,,100000,K-12 EDUCATION,11357264,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,770348912,THE SOBRATO FAMILY FOUNDATION,,MOUNTAIN VIEW,CA,94041,2023,990PF,2023-12-31,202423209349104207_public,100000,,100000,"TO IMPLEMENT A SERIES OF LEARNING SESSIONS DESIGNED TO BUILD THE CAPACITY OF EDUCATORS, COMMUNITY LEADERS, AND POLICYMAKERS TO UNDERSTAND AND ADVOCATE FOR EVIDENCE-BASED PRACTICES THAT SUPPORT THE ACADEMIC SUCCESS AND WELLBEING OF ELS IN SCHOOL.",11251047,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,362498125,W Clement & Jessie V Stone Foundation,,Chicago,IL,60601,2023,990PF,2023-12-31,202413189349103901_public,90000,,90000,For continued development and implementation of the Education Preparatory Laboratory (EdPrepLab) Edu,11042872,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,366078558,The Spencer Foundation,,Chicago,IL,60611,2023,990PF,2024-03-31,202423059349101902_public,75000,,75000,Preparing Culturally Sustaining and Responsive Teachers,11141111,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,821517696,Amalgamated Charitable Foundation Inc,,Washington,DC,20006,2023,990,2023-12-31,202413159349300006_public,60000,0,60000,General operating support,11008420,472772048,Learning Policy Institute,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,521982223,The Education Trust Inc,,Washington,DC,20005,2023,990,2024-06-30,202500569349301145_public,7000,0,7000,Support,11909180,472772048,Learning Policy Institute,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,943147856,SANDLER FOUNDATION,,SAN FRANCISCO,CA,94105,2022,990,2023-06-30,202401029349300145_public,3000000,0,3000000,GENERAL SUPPORT,9334310,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,455002209,CHAN ZUCKERBERG INITIATIVE FOUNDATION,,PALO ALTO,CA,94301,2022,990PF,2022-12-31,202323199349108607_public,1500000,,1500000,CREATE PROTOTYPES AND INFORM POLICY FOR PERFORMANCE-BASED ASSESSMENT SYSTEMS IN SCIENCE,8567346,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,941655673,THE WILLIAM & FLORA HEWLETT FOUNDATION,,MENLO PARK,CA,94025,2022,990PF,2022-12-31,202343179349104459_public,1250000,,1250000,FOR GENERAL OPERATING SUPPORT,8857180,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,133441466,Walton Family Foundation Inc,,Bentonville,AR,72712,2022,990PF,2022-12-31,202323199349103222_public,875000,,875000,"To work with states to reimagine their science assessments, teaching and learning, and state accountability systems.",8548817,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,311774905,GOLDMAN SACHS PHILANTHROPY FUND,,NEW YORK,NY,10282,2022,990,2022-12-31,202312859349302266_public,868500,,868500,EDUCATION,7557872,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131628151,CARNEGIE CORPORATION OF NEW YORK,,NEW YORK,NY,10022,2022,990PF,2023-09-30,202442259349101009_public,800000,,800000,For support of EdPrepLab initiative,10483402,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,260799587,THE HEISING-SIMONS FOUNDATION,,LOS ALTOS,CA,94022,2022,990PF,2022-12-31,202343189349106059_public,780000,,780000,FOR GENERAL SUPPORT,8882205,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,943380194,SKYLINE FOUNDATION,,SAN FRANCISCO,CA,94109,2022,990PF,2022-12-31,202323199349102782_public,500000,,500000,LEARNING POLICY INSTITUTE'S EQUITABLE RESOURCES AND EDUCATOR QUALITY PROGRAMS,8545887,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,562618866,BILL & MELINDA GATES FOUNDATION,,SEATTLE,WA,98102,2022,990PF,2022-12-31,202303179349101020_public,450000,,450000,K-12 EDUCATION,7756106,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,562618866,BILL & MELINDA GATES FOUNDATION,,SEATTLE,WA,98102,2022,990PF,2022-12-31,202303179349101020_public,303676,,303676,K-12 EDUCATION,7756105,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,912173492,RAIKES FOUNDATION,,SEATTLE,WA,981039814,2022,990PF,2022-12-31,202343189349102069_public,300000,,300000,GENERAL OPERATING SUPPORT,8866604,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,941655673,THE WILLIAM & FLORA HEWLETT FOUNDATION,,MENLO PARK,CA,94025,2022,990PF,2022-12-31,202343179349104459_public,300000,,300000,FOR SUPPORTING SOCIOCULTURALLY RESPONSIVE ASSESSMENT SYSTEMS ANCHORED IN OPENSCIED,8857181,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,562618866,BILL & MELINDA GATES FOUNDATION,,SEATTLE,WA,98102,2022,990PF,2022-12-31,202303179349101020_public,250000,,250000,K-12 EDUCATION,7756107,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,954523232,THE CALIFORNIA ENDOWMENT,,LOS ANGELES,CA,90012,2022,990PF,2023-03-31,202420469349100607_public,200000,,200000,"ADVANCING STUDENT HEALTH AND WELL-BEING THROUGH COMMUNITY SCHOOLS: TO INCREASE THE KNOWLEDGE AND CAPACITY OF STUDENTS, FAMILIES AND COMMUNITY LEADERS IN CALIFORNIA TO ADVANCE SAFE AND INCLUSIVE SCHOOLS THAT SUPPORT STUDENT HEALTH, WELL-BEING AND ACADEMIC SUCCESS AND ARE REFLECTIVE OF COMMUNITY NEEDS.",9127184,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
